"","eps","kappa","n","Dist","MeanDist","MeanNTH","MeanBoot","MedianDist","MedianNTH","MedianBoot"
"1.59",0,20,25,"Fisher",0.020095462029446,0.0785605683749336,0.0800908453346682,0.0474428111728987,0.0798944693925019,0.109200204089963
"1.60",0,20,25,"Fisher",0.018186993614226,0.0811516484774388,0.0820044042533619,0.0330414708701568,0.0948624488447965,0.150997812810762
"1.61",0,20,25,"Fisher",0.0816307521110646,0.072987346535826,0.0760345890377025,0.0785410105677237,0.0784613243003415,0.103513706339196
"1.62",0,20,25,"Fisher",0.0677910294967109,0.0687427089355205,0.0716130114098836,0.0743957833008015,0.0741107690880193,0.0976605169432739
"1.63",0,20,25,"Fisher",0.103210603584106,0.0789560356449551,0.0798077012982987,0.113160674735984,0.0784391866810991,0.114081191553636
"1.64",0,20,25,"Fisher",0.0328114117995844,0.0831284366841515,0.090942507403083,0.0464711281098833,0.0823860539624405,0.109481264913093
"1.65",0,20,25,"Fisher",0.0548288737062113,0.069923179522253,0.0767203080090993,0.0734312875996584,0.0352095611157939,0.0426079262867211
"1.66",0,20,25,"Fisher",0.018162102475657,0.0749907046604677,0.0824154497817371,0.0137510388602627,0.0818714870418922,0.104138961936228
"1.67",0,20,25,"Fisher",0.0309392356018751,0.0777576517921763,0.0804031768690365,0.0384674862001632,0.0728294059807954,0.104905029907073
"1.68",0,20,25,"Fisher",0.0350226034506811,0.0727504076319157,0.077549564393896,0.0372241666322136,0.0529414503983841,0.0808672520763654
"1.69",0,20,25,"Fisher",0.0573129777748023,0.0791553251859485,0.0824929146080401,0.0566193640563681,0.0779187470122232,0.120620853989636
"1.70",0,20,25,"Fisher",0.0189467328543286,0.0840773658475648,0.0885663286701152,0.0390903230455137,0.0895767945263093,0.14152159696256
"1.71",0,20,25,"Fisher",0.0512037709526765,0.0823949699054887,0.0880768515470905,0.047577767635843,0.0973566709443972,0.125065434457314
"1.72",0,20,25,"Fisher",0.0550117254765398,0.0861671604447323,0.0899203834133212,0.0452270475657442,0.0895651113446614,0.13287731702351
"1.73",0,20,25,"Fisher",0.0311019910122343,0.0694746750484446,0.0760671507595814,0.0194579762469529,0.0561847496852367,0.0785618951101931
"1.74",0,20,25,"Fisher",0.0369760082699613,0.0782538848058761,0.0780638654464015,0.0196941185539086,0.079121270089261,0.229940093924677
"1.75",0,20,25,"Fisher",0.0271472787807603,0.0807629078756457,0.0794779261850543,0.0307896720262149,0.0964841582370623,0.127718212893183
"1.76",0,20,25,"Fisher",0.0650358467604086,0.0758514431161294,0.0757921913660819,0.0758214541684999,0.0766408175950548,0.128203708708333
"1.77",0,20,25,"Fisher",0.0444636963987892,0.083236225012204,0.0868565986475353,0.0760987463756852,0.0955645027774344,0.113407221517516
"1.78",0,20,25,"Fisher",0.058703558624542,0.0713949208415619,0.0737084808119221,0.0556847378632798,0.086784077917286,0.0921919702037555
"1.79",0,20,25,"Fisher",0.0593483535996317,0.0723800425008684,0.0713140196813233,0.0607331456153154,0.0677577487716245,0.104734808478881
"1.80",0,20,25,"Fisher",0.0320490252390158,0.0763905870386707,0.0831714272318661,0.046667330446341,0.0745603737411081,0.0946272932728443
"1.81",0,20,25,"Fisher",0.0520864438010817,0.0793961892540277,0.0834479586875864,0.0653737751677565,0.0727099847094568,0.136822007896846
"1.82",0,20,25,"Fisher",0.0462516940209441,0.084610615588126,0.0899826079200376,0.0598383553312439,0.0754388289241921,0.106633373939772
"1.83",0,20,25,"Fisher",0.0565398928407499,0.0739811670192949,0.0789486436179878,0.0502523337053245,0.0823181956423366,0.121079112220642
"1.84",0,20,25,"Fisher",0.0187417032764112,0.0796317737402992,0.0834341366238863,0.0380738752011006,0.0980328356649543,0.127161773258343
"1.85",0,20,25,"Fisher",0.0734327573632158,0.075454569921957,0.0781738793857371,0.0738593426454088,0.0720460079491712,0.109770418847281
"1.86",0,20,25,"Fisher",0.0972182027251138,0.0791986048607858,0.0900255879365042,0.0795038234134578,0.087855371269355,0.119620431188631
"1.87",0,20,25,"Fisher",0.0777442031866338,0.0824486973092335,0.0944931643142883,0.038188482093897,0.0875015971284015,0.10482525768949
"1.88",0,20,25,"Fisher",0.00501974464837563,0.0798886928663871,0.0840136005796905,0.0245147849077549,0.0815871642408892,0.116916816982093
"1.89",0,20,25,"Fisher",0.0545347091412295,0.06897092672762,0.0726536895630579,0.0691829172550284,0.0667444405570786,0.090275282772618
"1.90",0,20,25,"Fisher",0.0743603906651824,0.0910564190563764,0.0932593514166595,0.0738810572647863,0.0951808164679537,0.123066589689629
"1.91",0,20,25,"Fisher",0.0277775918064506,0.091217676579376,0.0955001999758167,0.0503350645365983,0.110950963802428,0.135088415604084
"1.92",0,20,25,"Fisher",0.0392014480300418,0.0706913060390916,0.0690481073541305,0.0307573986022274,0.0386263203016095,0.0446171737581026
"1.93",0,20,25,"Fisher",0.0790964006369541,0.0721433439481924,0.0774864148851402,0.075488015645976,0.0844611416091605,0.10635470222582
"1.94",0,20,25,"Fisher",0.0326637725567838,0.0797649168726252,0.0877294927307357,0.0214380221391462,0.0715699933447853,0.109997579181089
"1.95",0,20,25,"Fisher",0.0398879735417771,0.0746195749770403,0.0757206488732317,0.0319468005695758,0.0749400642301576,0.113066897528081
"1.96",0,20,25,"Fisher",0.0446912541245723,0.071024054235236,0.0720246646096851,0.0488471707232539,0.0760921241496649,0.106222128101131
"1.97",0,20,25,"Fisher",0.0463440489036997,0.0819585628636728,0.0862471518351647,0.0398222840125524,0.0759539226460811,0.115398826628503
"1.98",0,20,25,"Fisher",0.0326383984675465,0.077903462869998,0.078289056025742,0.0496374284143755,0.0901987179250369,0.106235484399663
"1.99",0,20,25,"Fisher",0.0419198063460908,0.0758715267765468,0.0792584584274241,0.0436613368618463,0.0709390740331617,0.105944667292262
"1.100",0,20,25,"Fisher",0.0452054188842838,0.0907000182058947,0.0940319281070577,0.0494845739809896,0.0869590582278441,0.103549461468792
"1.101",0,20,25,"Fisher",0.0642929035534608,0.0755827405835299,0.0832963893692256,0.0743806079954164,0.0848904984338243,0.106711434342458
"1.102",0,20,25,"Fisher",0.0627369445840754,0.0756511240858469,0.0782900519944084,0.0698120735457233,0.0717177631710657,0.10836239557589
"1.103",0,20,25,"Fisher",0.0386022205026772,0.0812637012225322,0.08501409464534,0.0433818737737832,0.0985987416629076,0.124306048753826
"1.104",0,20,25,"Fisher",0.0702354111482057,0.082172753843318,0.0869846978354759,0.083873686999723,0.0906940736528218,0.145262050260285
"1.105",0,20,25,"Fisher",0.0726750591418774,0.0727130466970064,0.075065047628716,0.061290087702258,0.086549973304232,0.130225695237977
"1.106",0,20,25,"Fisher",0.0568695708079319,0.0803988780407073,0.0821279857382807,0.0458574347387162,0.0761765866796927,0.121182558926174
"1.107",0,20,25,"Fisher",0.013401654826695,0.0788149487385146,0.0797482448968066,0.0144696384041473,0.0922456675005782,0.157096909160253
"1.108",0,20,25,"Fisher",0.0219307479652762,0.074392896060122,0.0727177106065142,0.0340335630258224,0.0759408851899709,0.119780334059157
"1.109",0,20,25,"Fisher",0.0896136097443195,0.0869406050723035,0.0935610135142733,0.0919933983901632,0.106354181878261,0.159990042355785
"1.110",0,20,25,"Fisher",0.0571892700601521,0.0710047261635874,0.0741890329558236,0.0633795788970812,0.0510183173718496,0.0706540976433232
"1.111",0,20,25,"Fisher",0.0518240688618689,0.0773450820346194,0.0819712582483532,0.069356474102071,0.0836084958226059,0.138985492770374
"1.112",0,20,25,"Fisher",0.0346484005416762,0.0918127949274669,0.0957577683337362,0.0435061836959791,0.109458717164037,0.147608468927926
"1.113",0,20,25,"Fisher",0.0433672842458789,0.0871673725429085,0.0872465818603489,0.0617768588806025,0.106145464418484,0.135273322853144
"1.114",0,20,25,"Fisher",0.0647662228504969,0.0745730335227194,0.075487353531038,0.0679962132275485,0.0778582939443605,0.114589550693991
"1.115",0,20,25,"Fisher",0.0734348860129307,0.0825634440508585,0.0917277701362356,0.0844431722020988,0.100339891291788,0.180274294787466
"1.116",0,20,25,"Fisher",0.0937874336371888,0.0758662124594975,0.0763062384780531,0.102339003105769,0.080620536291251,0.109312188389697
"1.117",0,20,25,"Fisher",0.0713031929819811,0.0765240774338454,0.0793458603819598,0.0920532161834958,0.0871808704980337,0.103698209109833
"1.118",0,20,25,"Fisher",0.0314895557755567,0.0852538722267728,0.0871139932727732,0.04100121686313,0.0924216249851019,0.127242368181924
"1.119",0,20,25,"Fisher",0.0583983835061648,0.073319116230911,0.0753852107839171,0.0516649577164533,0.0854664805756878,0.113017592413534
"1.120",0,20,25,"Fisher",0.0432131519916191,0.0698984001734874,0.0763620842235117,0.0607256067013126,0.0797379217151379,0.110799785515259
"1.121",0,20,25,"Fisher",0.0722532312784897,0.0657149519928653,0.071840013248793,0.0965361102666134,0.0716755432188594,0.101497348345591
"1.122",0,20,25,"Fisher",0.0648976097220156,0.0794564909393593,0.0810484819506688,0.062161160578894,0.0690350128333126,0.108267736658429
"1.123",0,20,25,"Fisher",0.0279987963907545,0.084784988034811,0.0915407831714816,0.0690283728464463,0.075478267359942,0.11939817844653
"1.124",0,20,25,"Fisher",0.044818895361334,0.0726880227978365,0.0716499505511738,0.0444125398415671,0.0890002882180772,0.133506145884324
"1.125",0,20,25,"Fisher",0.0578948251554051,0.0743940271695234,0.0821535691370009,0.0758723136001266,0.0685098868147797,0.0900286519817792
"1.126",0,20,25,"Fisher",0.050326357064543,0.0733370107486337,0.0801281906078792,0.0558953712689104,0.0728171084559366,0.0965842333007393
"1.127",0,20,25,"Fisher",0.034620607480433,0.0873578361725288,0.0873802959234806,0.0303322478184846,0.0908377703049315,0.144581881294354
"1.128",0,20,25,"Fisher",0.0211297891938393,0.0909770939824927,0.0992307009451846,0.0268687514431253,0.10154770086747,0.152809498529503
"1.129",0,20,25,"Fisher",0.0423408952189156,0.0763708222829758,0.086464472091781,0.0413713431612721,0.0586802837768489,0.0945070705787943
"1.130",0,20,25,"Fisher",0.0555056461177964,0.0743870594191544,0.0782215534214732,0.0646299789291927,0.0865897721209646,0.123051183372833
"1.131",0,20,25,"Fisher",0.0684467176098954,0.0834421762899053,0.083980599921403,0.0721219592936067,0.0946175775361126,0.161788818394413
"1.132",0,20,25,"Fisher",0.0513738078796469,0.0934788381923599,0.100570804802696,0.0125669998801274,0.0960743862413926,0.131490505417812
"1.133",0,20,25,"Fisher",0.0365387645526647,0.0708990699883055,0.0743254113251979,0.052821755972081,0.0706590088679287,0.11114014763826
"1.134",0,20,25,"Fisher",0.0360299832059632,0.0660308781624432,0.0649416992467029,0.0384873731393657,0.0795507241246522,0.124218955869748
"1.135",0,20,25,"Fisher",0.0523459952700868,0.0791183705279042,0.0826308179231015,0.0856122567619064,0.0750430921737654,0.0985649335191201
"1.136",0,20,25,"Fisher",0.0674894319465517,0.0704335754624436,0.0711526206292628,0.0581169411191467,0.0744546078321282,0.0962437523762349
"1.137",0,20,25,"Fisher",0.0503126605577238,0.0829785041609573,0.0932476910918513,0.0431927034202463,0.0797325686422303,0.11240683650334
"1.138",0,20,25,"Fisher",0.0433154102235751,0.0731329785777869,0.0766431059404538,0.0150547213883614,0.085235440382127,0.110582813678769
"1.139",0,20,25,"Fisher",0.0414123174645016,0.0879755864859075,0.0959679991340364,0.068385073573187,0.0836792956377422,0.158795372307752
"1.140",0,20,25,"Fisher",0.0846396094688157,0.083640489787983,0.0859591608124089,0.0719866786789728,0.089289196136362,0.1688487066949
"1.141",0,20,25,"Fisher",0.0672696008653718,0.0791971000080521,0.0817096484868654,0.0990690593428342,0.0624422056947745,0.0756243954471408
"1.142",0,20,25,"Fisher",0.0389229862498038,0.0649773768894172,0.0644054849193745,0.0632266269404529,0.0674734064842503,0.0846844194438015
"1.143",0,20,25,"Fisher",0.0229298958032192,0.0807858186368967,0.0887834138806591,0.0378612375360308,0.0867342621302622,0.120502237107695
"1.144",0,20,25,"Fisher",0.0508186161117322,0.0773312907379943,0.0862832883802299,0.0592280012469165,0.0826161861262421,0.105860318511857
"1.145",0,20,25,"Fisher",0.0341798896163306,0.0879578610522885,0.0938375798868257,0.0462206040277333,0.093196257159848,0.112691833398888
"1.146",0,20,25,"Fisher",0.081240965275825,0.0891948453765144,0.0931308473010845,0.0866882482220074,0.0559838997599892,0.0639331368446472
"1.147",0,20,25,"Fisher",0.0831409220935775,0.0873314610713369,0.0884091657959689,0.0861274528518217,0.110350463160876,0.149777515003457
"1.148",0,20,25,"Fisher",0.0541784459300272,0.0821042659934499,0.0877601006031226,0.0466804079297971,0.0840394380873999,0.110645519139757
"1.149",0,20,25,"Fisher",0.0455575557054967,0.0844645644445139,0.0903122145186786,0.0559015434401163,0.0905658288037299,0.129284828986658
"1.150",0,20,25,"Fisher",0.0513605777681617,0.0809619422327702,0.0855485889286922,0.0526895559506513,0.0968712755034993,0.12889241793964
"1.151",0,20,25,"Fisher",0.0414077218815929,0.0696185036004219,0.0681490963646995,0.0379234333632679,0.07357177338135,0.108215011468843
"1.152",0,20,25,"Fisher",0.0260111638550763,0.0678669424975102,0.0714220210533486,0.0380563049048752,0.0552040995759727,0.0843105355320727
"1.153",0,20,25,"Fisher",0.0343576258788147,0.0734405503229237,0.0767529395854651,0.0378898339874645,0.0406715771059295,0.0483853158311734
"1.154",0,20,25,"Fisher",0.0660963564174983,0.0770850527244796,0.077133255837407,0.0415558521611939,0.0821416326867065,0.110077667115464
"1.155",0,20,25,"Fisher",0.0244484133364981,0.0564837908203849,0.0573842965842742,0.034460382854308,0.0638465986295205,0.084352527120335
"1.156",0,20,25,"Fisher",0.0475961299456133,0.0806811343818476,0.0849353308182483,0.0437821275676221,0.0973511580304804,0.127683155783244
"1.157",0,20,25,"Fisher",0.0304220585638261,0.0780064004517123,0.0844069449548822,0.0556486825393523,0.0850186723988221,0.133726735783424
"1.158",0,20,25,"Fisher",0.0581000626869676,0.0974116277118404,0.0972455680665433,0.0705461662754174,0.116742264564164,0.153324534783318
"1.159",0,20,25,"Fisher",0.0220901245341553,0.0756247784596784,0.0795188779375702,0.0152403280682123,0.0916369176436425,0.11525601208645
"1.160",0,20,25,"Fisher",0.0274708650437557,0.080383373779975,0.0882733428122991,0.0349345638658409,0.0781239568661388,0.102926973270966
"1.161",0,20,25,"Fisher",0.0487600483747961,0.0661684718664039,0.069468620305504,0.041254960335502,0.0640652162107256,0.0862623179459623
"1.162",0,20,25,"Fisher",0.0745305907265409,0.0744185408365138,0.0787659511117465,0.0678737675915602,0.0745279442459495,0.0986152116622677
"1.163",0,20,25,"Fisher",0.0509412579091838,0.085840734591312,0.086165121051651,0.0386798808626098,0.0903053798431724,0.127154645571265
"1.164",0,20,25,"Fisher",0.0497101071508423,0.0688921191343751,0.0779175558641067,0.0511680264738191,0.0694408748463561,0.108810192456716
"1.165",0,20,25,"Fisher",0.0432623480583795,0.0903073376590593,0.0917699260076074,0.0410386631235855,0.0931140426990221,0.133759609567594
"1.166",0,20,25,"Fisher",0.0555978156220901,0.0755311062479106,0.0809966534160327,0.0713944385004472,0.0736724856586462,0.0975975536049
"1.167",0,20,25,"Fisher",0.0394583127875602,0.0845802555233677,0.0892864788802139,0.0447743245548235,0.103726300903461,0.135619920804228
"1.168",0,20,25,"Fisher",0.0673296622764503,0.0683952131195229,0.0707086550520494,0.0557362391897338,0.0774835342053387,0.117552204594013
"1.169",0,20,25,"Fisher",0.0756162772024149,0.0632657751084986,0.069235225402473,0.0621305279953418,0.0466155317646909,0.0654240251487787
"1.170",0,20,25,"Fisher",0.0567861054318793,0.0822796690787418,0.0861158086196064,0.051204172138769,0.078808812920268,0.101139138050704
"1.171",0,20,25,"Fisher",0.0811985202520921,0.0806986476645747,0.0896005520953411,0.0668754055978182,0.0999080700957759,0.136585011870341
"1.172",0,20,25,"Fisher",0.0406034440480202,0.0737980060609509,0.0779581047311218,0.0533858267186347,0.0831113574058548,0.104101918961105
"1.173",0,20,25,"Fisher",0.065365815659625,0.0815089629700418,0.0840170281723626,0.0691171708943824,0.0994709610828925,0.134301567557178
"1.174",0,20,25,"Fisher",0.014658839693019,0.0792211557157669,0.0821205268895558,0.0313241480307342,0.0950964928004658,0.13633870909326
"1.175",0,20,25,"Fisher",0.101124660292494,0.0839370060249798,0.0899464955902274,0.116222264788978,0.0844905451306758,0.138366497816126
"1.176",0,20,25,"Fisher",0.0275336711579973,0.0755210311920059,0.0746917452682489,0.032023271387863,0.0757210746828772,0.108009026731913
"1.177",0,20,25,"Fisher",0.0200830253986368,0.0880639912136835,0.0896811005994377,0.0294630658528643,0.107620684793155,0.150898789615632
"1.178",0,20,25,"Fisher",0.0498215035429813,0.0794375029852182,0.0808668916932148,0.0450089459325185,0.0936724513800014,0.13127584383602
"1.179",0,20,25,"Fisher",0.0386676710866216,0.0675717338267757,0.0707722286046618,0.0426729761780018,0.073531412018605,0.0980833538142181
"1.180",0,20,25,"Fisher",0.0377979018799927,0.071196093950325,0.069724255182063,0.0445874054277271,0.0700368685606381,0.100373246475343
"1.181",0,20,25,"Fisher",0.0515411026480335,0.0795911488520486,0.0853075117651725,0.0620046992528217,0.0804688923154918,0.120735400797415
"1.182",0,20,25,"Fisher",0.0206307691863844,0.0807739695991065,0.0813188482202418,0.0240324178649022,0.0929539016037719,0.121958491236373
"1.183",0,20,25,"Fisher",0.0430182556317877,0.0807050545217349,0.0842630006007823,0.046259651799337,0.100510038166379,0.155402097475996
"1.184",0,20,25,"Fisher",0.0302155820243985,0.0709049604246894,0.0691581015624142,0.0432199615920344,0.0872433490005553,0.12820758341177
"1.185",0,20,25,"Fisher",0.0464083958789334,0.0615673636556287,0.0588939345719958,0.0360926972281486,0.0467213274029646,0.0579441477408663
"1.186",0,20,25,"Fisher",0.0911451378336031,0.0864617801560774,0.0906446516194993,0.116629326641336,0.0878520581709364,0.126068201018661
"1.187",0,20,25,"Fisher",0.0579461741598354,0.081365826988845,0.0873998158719587,0.080906091421298,0.096247940118907,0.121169999012687
"1.188",0,20,25,"Fisher",0.00918894400909608,0.0760042227904959,0.0827549920162847,0.0213154067011734,0.0990570502372033,0.120957901340798
"1.189",0,20,25,"Fisher",0.0697150073944938,0.0844807901788923,0.0867397478633977,0.0779631348148809,0.0968644471381404,0.141812199815119
"1.190",0,20,25,"Fisher",0.0595251131978525,0.0722123842358973,0.0741809356054379,0.0617207842692994,0.0620658934032153,0.074397914275425
"1.191",0,20,25,"Fisher",0.0616374873469077,0.0787779116663253,0.0840763868522201,0.0660461677829728,0.102732399633984,0.144769222936157
"1.192",0,20,25,"Fisher",0.0323539398038216,0.0735224795663133,0.0808545602864045,0.0411311696935292,0.0919984416778015,0.133365862436871
"1.193",0,20,25,"Fisher",0.0720320255971355,0.0829784038466795,0.0886209612735402,0.0444087220109738,0.0885256120474695,0.111555205880782
"1.194",0,20,25,"Fisher",0.0355823654233215,0.0707432646846781,0.0739284530403353,0.0460441552196123,0.0806480782945528,0.0993497438574485
"1.195",0,20,25,"Fisher",0.0115429210710809,0.0786733052990569,0.0784448861286176,0.0313754730585987,0.0726531248560395,0.0895301273458098
"1.196",0,20,25,"Fisher",0.0537369106641512,0.0788590969913164,0.0789598665215599,0.0701039877315686,0.0764613978338463,0.104192986794018
"1.197",0,20,25,"Fisher",0.0442931597552971,0.078836354863971,0.087511167327862,0.0366119520434592,0.0604087751801287,0.0886650666706634
"1.198",0,20,25,"Fisher",0.0477686293641559,0.0760709490300627,0.0770047480399522,0.0375393483638827,0.0691078794861689,0.133266296910737
