"","Kappa","n","cover","width","Saccept","Kaccept"
"251",1.15,10,1,0.859553588172148,0.4888,0.444
"252",1.15,10,1,1.15118334462093,0.55,0.4972
"253",1.15,10,1,0.957535951250636,0.5226,0.4626
"254",1.15,10,1,0.57309864093276,0.338,0.4088
"255",1.15,10,1,0.475871981552568,0.26,0.3882
"256",1.15,10,1,0.678483128806438,0.3954,0.4162
"257",1.15,10,1,0.657065063818264,0.4102,0.411
"258",1.15,10,1,0.674517762030223,0.3944,0.4064
"259",1.15,10,1,1.56848695098133,0.6526,0.5468
"260",1.15,10,0,0.402171033185193,0.2122,0.401
"261",1.15,10,1,0.647320635465162,0.3844,0.4044
"262",1.15,10,0,0.844934175333121,0.4814,0.4438
"263",1.15,10,1,0.724606044024426,0.4348,0.4236
"264",1.15,10,1,0.620289463033306,0.3636,0.4034
"265",1.15,10,1,0.777905626124594,0.447,0.4184
"266",1.15,10,1,2.30176002234636,0.7782,0.6528
"267",1.15,10,1,2.626415160207,0.864,0.7
"268",1.15,10,1,1.24178992018257,0.6134,0.537
"269",1.15,10,1,0.553874606998305,0.3178,0.3904
"270",1.15,10,0,0.72879446654001,0.4276,0.4226
"271",1.15,10,1,1.2289443133354,0.5928,0.5146
"272",1.15,10,1,1.14593479454492,0.5414,0.494
"273",1.15,10,1,0.755010469053039,0.4346,0.4272
"274",1.15,10,1,0.640238748706774,0.366,0.3904
"275",1.15,10,1,0.695188626793348,0.4094,0.4162
"276",1.15,10,1,0.907543956694106,0.4826,0.4556
"277",1.15,10,1,0.604510873851884,0.3506,0.392
"278",1.15,10,1,0.606458912295992,0.3646,0.4036
"279",1.15,10,1,0.917346372810444,0.4888,0.4652
"280",1.15,10,1,0.527092917895227,0.2888,0.392
"281",1.15,10,1,1.11166704076293,0.5738,0.5034
"282",1.15,10,0,0.511185588508946,0.2952,0.3926
"283",1.15,10,1,0.596090349636584,0.3448,0.3984
"284",1.15,10,1,1.53750786151657,0.6462,0.5474
"285",1.15,10,0,0.542124903169419,0.311,0.3906
"286",1.15,10,1,0.607181137564023,0.345,0.3954
"287",1.15,10,1,0.826877397416486,0.489,0.4408
"288",1.15,10,1,0.874778474272189,0.5036,0.4514
"289",1.15,10,1,0.833858027838677,0.4672,0.4388
"290",1.15,10,1,0.719225800211157,0.4106,0.4254
"291",1.15,10,1,0.538739856391162,0.3046,0.3848
"292",1.15,10,1,0.674208986497429,0.3948,0.4136
"293",1.15,10,1,0.577114128620116,0.3188,0.392
"294",1.15,10,1,1.26984937669323,0.5924,0.5152
"295",1.15,10,1,0.642202406887443,0.3634,0.4044
"296",1.15,10,1,0.890092261609959,0.5134,0.4552
"297",1.15,10,1,0.549703027875758,0.3236,0.3886
"298",1.15,10,1,0.708914992297721,0.4126,0.4304
"299",1.15,10,1,1.90035528876438,0.7252,0.5932
"300",1.15,10,1,0.693592533725965,0.4174,0.416
"301",1.15,10,1,0.933472494532484,0.5262,0.454
"302",1.15,10,1,0.742490751068735,0.4392,0.4296
"303",1.15,10,1,0.896720739600233,0.4986,0.4538
"304",1.15,10,0,0.548732821170394,0.3214,0.3918
"305",1.15,10,1,0.632341440294283,0.3746,0.4108
"306",1.15,10,1,0.564031539495168,0.3318,0.3886
"307",1.15,10,1,1.03131148129547,0.5256,0.4788
"308",1.15,10,0,0.596842587412724,0.3376,0.3978
"309",1.15,10,1,0.563500649361787,0.3324,0.3914
"310",1.15,10,1,0.521490615747718,0.3022,0.3788
"311",1.15,10,1,0.688299563766234,0.4344,0.41
"312",1.15,10,1,0.548419341944213,0.3384,0.3992
"313",1.15,10,1,1.97050653932498,0.6636,0.574
"314",1.15,10,1,0.979919019802735,0.4946,0.4718
"315",1.15,10,1,0.719988140538728,0.4204,0.4204
"316",1.15,10,1,1.0381279258225,0.5384,0.4874
"317",1.15,10,1,0.978249906984736,0.4914,0.4562
"318",1.15,10,1,1.02942316187147,0.538,0.4676
"319",1.15,10,0,0.567833237369797,0.3338,0.399
"320",1.15,10,1,0.654639437070808,0.3752,0.4116
"321",1.15,10,1,0.668213375346355,0.3924,0.4162
"322",1.15,10,1,0.620787234160932,0.3598,0.397
"323",1.15,10,1,0.636601501871687,0.3492,0.398
"324",1.15,10,1,0.511160051231857,0.2886,0.3762
"325",1.15,10,1,0.772032929882578,0.447,0.4268
"326",1.15,10,0,0.702964430914777,0.4136,0.423
"327",1.15,10,1,0.745491597158715,0.4326,0.4196
"328",1.15,10,1,0.65323390460399,0.373,0.4166
"329",1.15,10,1,0.475815020481,0.273,0.3964
"330",1.15,10,1,0.603250157374992,0.3754,0.398
"331",1.15,10,1,0.650074329778095,0.3924,0.4054
"332",1.15,10,1,0.670261431621857,0.4032,0.4184
"333",1.15,10,1,0.549183779442456,0.3216,0.389
"334",1.15,10,1,0.657605736138828,0.3962,0.417
"335",1.15,10,1,0.776528335309495,0.4616,0.444
"336",1.15,10,1,0.856333366604286,0.4852,0.4412
"337",1.15,10,1,2.09677713111341,0.6942,0.5912
"338",1.15,10,1,0.934605811951854,0.492,0.4594
